username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,,,,
"BlckBillionaire;2014-11-26 22:23;0;0;""http://www. blackbillionairecompany.com Don't miss out in great #sales @WJZ-TV | CBS Baltimore http:// instagram.com/p/v5JlwcjQp-/"";Baltimore"," MD;@WJZ;#sales;""537854095718371329"";https://twitter.com/BlckBillionaire/status/537854095718371329",,,,,,,,,,,
"aman__54;2014-11-26 22:18;0;0;""Hi Baltimore"";Maryland"," USA;;;""537852955337445377"";https://twitter.com/aman__54/status/537852955337445377",,,,,,,,,,,
"Taboo_323;2014-11-26 21:55;0;0;""This is how I get greeted when I get to Baltimore thanks gmarie214 #ThanksgivingBreak #VacaTime @Bigâ€_ http:// instagram.com/p/v5GYoEQis0/"";Reisterstown"," MD;@Big;#ThanksgivingBreak #VacaTime;""537847049127882752"";https://twitter.com/Taboo_323/status/537847049127882752",,,,,,,,,,,
"BaltimoreCP;2014-11-26 21:45;0;0;""Volunteers ready for annual Bea Gaddy dinner: A Baltimore Thanksgiving tradition -- the annual Bea Gaddy Dinner isâ€_ http:// dlvr.it/7f87zl"";Baltimore"," MD;;;""537844657124687872"";https://twitter.com/BaltimoreCP/status/537844657124687872",,,,,,,,,,,
"BaltimoreCP;2014-11-26 21:45;0;0;""Protestors march in Baltimore for second night: People took to the streets of Baltimore for a second night toâ€_ http:// dlvr.it/7f83wc"";Baltimore"," MD;;;""537844654507442177"";https://twitter.com/BaltimoreCP/status/537844654507442177",,,,,,,,,,,
"BaltimoreCP;2014-11-26 21:14;0;0;""Principal Accused of Stealing School Money: A former Baltimore City Schools principal faces theft charges.Â  She'sâ€_ http:// dlvr.it/7f7qsT"";Baltimore"," MD;;;""537836795082190848"";https://twitter.com/BaltimoreCP/status/537836795082190848",,,,,,,,,,,
"YoungJKauf;2014-11-26 21:10;0;0;""I'm at Social Pub & Pie in Baltimore "," MD https://www. swarmapp.com/c/exf8Zjtgly7"";Baltimore"," MD;;;""537835916505935876"";https://twitter.com/YoungJKauf/status/537835916505935876",,,,,,,,,,
"thefamilyjuless;2014-11-26 21:09;0;0;""Glad I am now aquainted with the term "" Baltimore rats"""";Baltimore"," MD;;;""537835667188117504"";https://twitter.com/thefamilyjuless/status/537835667188117504",,,,,,,,,,,
"BaltcountyCrime;2014-11-26 20:56;0;0;""Theft on 700 BLOCK OF E SEMINARY AVE", Baltimore County," MD (via http:// spotcrime.com ): two vehicles rummaged in http:// bit.ly/1z0xo9Q"";Hampton"," MD;;;""537832432578220032"";https://twitter.com/BaltcountyCrime/status/537832432578220032",,,,,,,,,
"BaltcountyCrime;2014-11-26 20:56;0;0;""Theft on 700 BLOCK OF MILLDAM RD", Baltimore County," MD (via http:// spotcrime.com ): car ransacked http:// bit.ly/1ro4FNr"";Hampton"," MD;;;""537832431735164928"";https://twitter.com/BaltcountyCrime/status/537832431735164928",,,,,,,,,
"julia_wilkeyson;2014-11-26 20:53;0;2;""The fact that I'm in Baltimore is magnificent I am finally Tracy Turnblad this is wonderful"";Baltimore"," MD;;;""537831675196370944"";https://twitter.com/julia_wilkeyson/status/537831675196370944",,,,,,,,,,,
"julia_wilkeyson;2014-11-26 20:49;0;0;""Good evening baltimore ", everyday's like an open door! Every night is a fantasy," every sound is a symphony pic.twitter.com/E1Uu0W0qqi"";Baltimore"," MD;;;""537830577559601152"";https://twitter.com/julia_wilkeyson/status/537830577559601152",,,,,,,,,
"JackOnDrums;2014-11-26 20:41;0;0;""I'm at @PapermoonDiner in Baltimore "," MD https://www. swarmapp.com/c/52CPXJXytww"";Baltimore"," MD;@PapermoonDiner;;""537828488448057345"";https://twitter.com/JackOnDrums/status/537828488448057345",,,,,,,,,,
"youngmilli74;2014-11-26 20:40;0;0;""G&D #Milli @Port of Baltimore http:// instagram.com/p/v4938znNBk/"";Maryland"," USA;@Port;#Milli;""537828333891747840"";https://twitter.com/youngmilli74/status/537828333891747840",,,,,,,,,,,
"BaltimoreCP;2014-11-26 20:27;0;0;""Baltimore protesters gather again over Ferguson: Protesters gather for the second time this week in downtownâ€_ http:// dlvr.it/7f7Gdj"";Baltimore"," MD;;;""537824902623932416"";https://twitter.com/BaltimoreCP/status/537824902623932416",,,,,,,,,,,
"baltimore311;2014-11-26 20:22;0;0;""Opened Trash", High Grass," or Weeds request via Android at 2700-2730 Manokin St Baltimore http:// spot.cx/1vQjAkr . Tree branches hanging in..."";Baltimore"," MD;;;""537823721986461696"";https://twitter.com/baltimore311/status/537823721986461696",,,,,,,,,
"baltimore311;2014-11-26 20:20;0;0;""Opened Street Light Out request via Android at 2700-2730 Manokin St Baltimore http:// spot.cx/1vQj1Hk . All street lights are out from mani..."";Baltimore"," MD;;;""537823243076665344"";https://twitter.com/baltimore311/status/537823243076665344",,,,,,,,,,,
"baltimore311;2014-11-26 20:16;0;0;""Opened Abandoned Vehicle request via Android at 2401 Nevada St Baltimore http:// spot.cx/1vQijd8 . Navy blue. reported over 7 days ago. sti..."";Baltimore"," MD;;;""537822213207261184"";https://twitter.com/baltimore311/status/537822213207261184",,,,,,,,,,,
"Dom_Dela_Geez;2014-11-26 20:08;0;0;""I'm about to make a LOU run #CatchUp @Horseshoe Casino Baltimore http:// instagram.com/p/v46Mh3S44F/"";Baltimore"," MD;@Horseshoe;#CatchUp;""537820244836757504"";https://twitter.com/Dom_Dela_Geez/status/537820244836757504",,,,,,,,,,,
"jaydriley;2014-11-26 20:06;0;0;""#girlsgonewild (@Grand Central in Baltimore "," MD) https://www. swarmapp.com/c/8eMyniaBKCD"";Baltimore"," MD;@Grand;#girlsgonewild;""537819659697799169"";https://twitter.com/jaydriley/status/537819659697799169",,,,,,,,,,
"_shaaeky;2014-11-26 20:05;1;0;""how they protesting for mike brown and that's all the way in ferguson but they don't protest for all the killing in Baltimore ? .."";Baltimore"," MD;;;""537819598952099840"";https://twitter.com/_shaaeky/status/537819598952099840",,,,,,,,,,,
"CoachforPOTUS;2014-11-26 20:04;0;0;""@AshahedM East Baltimore suffered mightly from burning & looting. Home values in toilet. Owners abandoned homes. No businesses for miles."";White Marsh"," MD;@AshahedM;;""537819319938588672"";https://twitter.com/CoachforPOTUS/status/537819319938588672",,,,,,,,,,,
"SondosJamil;2014-11-26 19:58;0;0;""Happy white Thanksgiving!! @Downtown Baltimore http:// instagram.com/p/v45GHijW3W/"";Elkridge"," MD;@Downtown;;""537817824358838272"";https://twitter.com/SondosJamil/status/537817824358838272",,,,,,,,,,,
"CoachforPOTUS;2014-11-26 19:57;0;0;""@firstatheist @co_kmaldonado4 @PuestoLoco @Ez4u2say_Janis @AmruSalahuddien Coach lives in Baltimore ."";White Marsh"," MD;@firstatheist @co_kmaldonado4 @PuestoLoco @Ez4u2say_Janis @AmruSalahuddien;;""537817487359111168"";https://twitter.com/CoachforPOTUS/status/537817487359111168",,,,,,,,,,,
"LEKOste_;2014-11-26 19:57;0;0;""Should My Name Be South Baltimore Leko or Southside Leko On The Book","? #ReplyTweet"";Baltimore"," MD;;#ReplyTweet;""537817337207218176"";https://twitter.com/LEKOste_/status/537817337207218176",,,,,,,,,,
"Whatisee;2014-11-26 19:47;0;0;""It is going to be a good Thanksgiving weekend! @Baltimore "," Md. http:// instagram.com/p/v43vwWsfNh/"";Baltimore"," MD;@Baltimore;;""537814860021915648"";https://twitter.com/Whatisee/status/537814860021915648",,,,,,,,,,
"cindywp;2014-11-26 19:34;0;0;""It's almost thanksgiving! (@Condo on Dallas in Baltimore "," MD) https://www. swarmapp.com/c/ccHUFAtRHEB"";Baltimore"," MD;@Condo;;""537811694610042880"";https://twitter.com/cindywp/status/537811694610042880",,,,,,,,,,
"AlexandraKraus;2014-11-26 19:28;0;1;""I'm at @RamsHeadLive for The Bridge and Cara Kelly & the Tell Tale in Baltimore "," MD https://www. swarmapp.com/c/gEqOp70aQYh"";Baltimore"," MD;@RamsHeadLive;;""537810181145784320"";https://twitter.com/AlexandraKraus/status/537810181145784320",,,,,,,,,,
"MidnightRider_1;2014-11-26 19:23;0;0;""Drinking a Dwarf Invasion by @bnektar @Hyatt Place Baltimore /BWI Airport â€” http:// untp.beer/s/c132735923 #photo"";Linthicum"," MD;@bnektar @Hyatt;#photo;""537808817682386944"";https://twitter.com/MidnightRider_1/status/537808817682386944",,,,,,,,,,,
"baltimore311;2014-11-26 19:18;0;0;""Closed Parking Complaint request at 2800-2820 Foster Ave Baltimore http:// spot.cx/1uXNuSd . After parking control hours - contact the police."";Baltimore"," MD;;;""537807656892002304"";https://twitter.com/baltimore311/status/537807656892002304",,,,,,,,,,,
"yetunechi;2014-11-26 19:18;0;0;""And I'm in Baltimore for thanksgiving.."";Baltimore"," MD;;;""537807600545718275"";https://twitter.com/yetunechi/status/537807600545718275",,,,,,,,,,,
"Darron12;2014-11-26 19:14;0;0;""@CoachLochte and Dulaney Baltimore will participate in the Thanksgiving Tip Off at Glenelg High @10am Saturday November 29th."";Baltimore"," MD;@CoachLochte @10am;;""537806715996340224"";https://twitter.com/Darron12/status/537806715996340224",,,,,,,,,,,
"LionHearted_23;2014-11-26 18:51;0;0;""23Yrs On This Earth.. East Baltimore Is All Ikno..."";Baltimore"," MD;;;""537800780955516928"";https://twitter.com/LionHearted_23/status/537800780955516928",,,,,,,,,,,
"LoveMyOpinions;2014-11-26 18:47;4;6;""I want to thank @BmoreBloc for leading us in a PEACEFUL protest tonight in Baltimore . #BmoreForFerguson #Ferguson"";Baltimore"," MD;@BmoreBloc;#BmoreForFerguson #Ferguson;""537799961006845952"";https://twitter.com/LoveMyOpinions/status/537799961006845952",,,,,,,,,,,
"MidnightRider_1;2014-11-26 18:47;0;0;""Enjoying a 2014 Baltimore India Pale Ale + Oak by @fulltiltbrewing @Hyatt Place Baltimore /BWI Airport â€” http:// untp.beer/s/c132716867"";Linthicum"," MD;@fulltiltbrewing @Hyatt;;""537799842823950336"";https://twitter.com/MidnightRider_1/status/537799842823950336",,,,,,,,,,,
"caitlinjoan;2014-11-26 18:47;0;0;""I'm at Baltimore / Washington International Thurgood Marshall Airport (BWI) in Baltimore "," MD https://www. swarmapp.com/c/gy82VFlq4yo"";Severn"," MD;;;""537799756656156673"";https://twitter.com/caitlinjoan/status/537799756656156673",,,,,,,,,,
"JJazzy83;2014-11-26 18:41;0;0;""It's time to party!!! (@Baltimore / Washington International Thurgood Marshall Airport (BWI) in Baltimore "," MD) https://www. swarmapp.com/c/gOsrdIKueq2"";Severn"," MD;@Baltimore;;""537798223793225729"";https://twitter.com/JJazzy83/status/537798223793225729",,,,,,,,,,
"TotalTrafficBWI;2014-11-26 18:36;1;0;""Police activity in #Hanover on Baltimore Washington Pkwy NB after Nursery Rd and at I-695 #traffic http:// bit.ly/12oyZdd"";Linthicum"," MD;;#Hanover #traffic;""537796964532768768"";https://twitter.com/TotalTrafficBWI/status/537796964532768768",,,,,,,,,,,
"chelshartman;2014-11-26 18:34;0;0;""I'm at Baltimore / Washington International Thurgood Marshall Airport (BWI) in Baltimore "," MD https://www. swarmapp.com/c/07nXIVkSqTA"";Severn"," MD;;;""537796588975177728"";https://twitter.com/chelshartman/status/537796588975177728",,,,,,,,,,
"nevalady;2014-11-26 18:33;0;0;""Horseshoe casino @Horseshoe Casino Baltimore http:// instagram.com/p/v4vSZySAUZ/"";Baltimore"," MD;@Horseshoe;;""537796258350395392"";https://twitter.com/nevalady/status/537796258350395392",,,,,,,,,,,
"foolforbaltimor;2014-11-26 18:28;0;0;""I want to believe. Taken yesterday Nov 25 at President/Fayette near City Hall"," Baltimore . pic.twitter.com/2kyVhW35Ta"";Baltimore"," MD;;;""537795133149028352"";https://twitter.com/foolforbaltimor/status/537795133149028352",,,,,,,,,,
"THEPET17;2014-11-26 18:20;0;0;""I'm at Baltimore / Washington International Thurgood Marshall Airport (BWI) in Baltimore "," MD https://www. swarmapp.com/c/2d8l4mHpz3g"";Severn"," MD;;;""537793006418796545"";https://twitter.com/THEPET17/status/537793006418796545",,,,,,,,,,
"Peter_M_Jackson;2014-11-26 18:18;0;2;""Just had one of the best meals I've ever had in Baltimore . We don't have enough spots like this in town (@Bottega) https://www. swarmapp.com/c/abQLSGhqcp6"";Baltimore"," MD;@Bottega;;""537792490318077952"";https://twitter.com/Peter_M_Jackson/status/537792490318077952",,,,,,,,,,,
"PageantLover_;2014-11-26 18:16;0;0;""@_vintageREBEL my family said the same thing when I moved to Baltimore two years ago"";Baltimore"," MD;@_vintageREBEL;;""537791992852643840"";https://twitter.com/PageantLover_/status/537791992852643840",,,,,,,,,,,
"MARQIUX;2014-11-26 18:03;0;1;""Territorio Raven (@Baltimore / Washington International Thurgood Marshall Airport (BWI) in Baltimore "," MD) https://www. swarmapp.com/c/jIlw8N0W1cD"";Severn"," MD;@Baltimore;;""537788729944178688"";https://twitter.com/MARQIUX/status/537788729944178688",,,,,,,,,,
"cindywp;2014-11-26 18:02;0;0;""Great chicken chili. #shopsmall (@DogWatch Tavern in Baltimore "," MD) https://www. swarmapp.com/c/ioSsnNNrkrH"";Baltimore"," MD;@DogWatch;#shopsmall;""537788510041042944"";https://twitter.com/cindywp/status/537788510041042944",,,,,,,,,,
"baltimore311;2014-11-26 18:00;0;0;""Opened Parking Complaint request via Android at 2800-2820 Foster Ave Baltimore http:// spot.cx/1uXNuSd . Comercial vehicle parked in city...."";Baltimore"," MD;;;""537788138123698176"";https://twitter.com/baltimore311/status/537788138123698176",,,,,,,,,,,
"_JuanGuapo;2014-11-26 17:56;0;0;""The Baltimore skyline intimate"";Baltimore"," MD;;;""537786941794971648"";https://twitter.com/_JuanGuapo/status/537786941794971648",,,,,,,,,,,
"LawnBoy0681;2014-11-26 17:52;0;1;""I'm at @RamsHeadLive for The Bridge and Cara Kelly & the Tell Tale in Baltimore "," MD https://www. swarmapp.com/c/2JwCCtubJrA"";Baltimore"," MD;@RamsHeadLive;;""537785906657501184"";https://twitter.com/LawnBoy0681/status/537785906657501184",,,,,,,,,,
"JackOnDrums;2014-11-26 17:44;0;0;""I'm at @TheWindupSpace for Leggy", TrunkWeed, Boy Spit, Nots (Memphis) and 1 more in Baltimore ," MD https://www. swarmapp.com/c/2N9guuqzO0S"";Baltimore"," MD;@TheWindupSpace;;""537783927969439744"";https://twitter.com/JackOnDrums/status/537783927969439744",,,,,,,
"baltimore311;2014-11-26 17:44;0;0;""Closed request at 122 N Bradford St http:// spot.cx/15AYKKW . Referred to baltimore police department."";Baltimore"," MD;;;""537783878208192512"";https://twitter.com/baltimore311/status/537783878208192512",,,,,,,,,,,
"Whatisee;2014-11-26 17:36;0;0;""Good Night Baltimore . Thick cut Porterhouse with sautÃ©ed portabella mushroom and a crabmeat salsa. @â€_ http:// instagram.com/p/v4oxDgMfAz/"";Baltimore"," MD;@;;""537781916179902465"";https://twitter.com/Whatisee/status/537781916179902465",,,,,,,,,,,
"LoveMyOpinions;2014-11-26 17:23;0;0;""Court house talking about different cases in Baltimore about killer cops. #BmoreForFerguson pic.twitter.com/hT82rl2Fco"";Baltimore"," MD;;#BmoreForFerguson;""537778629112262656"";https://twitter.com/LoveMyOpinions/status/537778629112262656",,,,,,,,,,,
"BrilliantMichel;2014-11-26 17:22;0;1;""I'm at Baltimore / Washington International Thurgood Marshall Airport (BWI) in Baltimore "," MD https://www. swarmapp.com/c/6N2k4JTQEo2"";Severn"," MD;;;""537778518529429504"";https://twitter.com/BrilliantMichel/status/537778518529429504",,,,,,,,,,
"MichelleSachs;2014-11-26 17:20;0;0;""Holidays bring out the skeletons no matter where their hidden. Thankful Eric loves his job & we r adjusting 2 Baltimore ! #Thanksgiving #NFL"";Rossville"," MD;;#Thanksgiving #NFL;""537777929628168193"";https://twitter.com/MichelleSachs/status/537777929628168193",,,,,,,,,,,
"_dakotanikole_;2014-11-26 17:18;0;0;""Dinner :) (@Chiapparelli's Restaurant in Baltimore "," MD) https://www. swarmapp.com/c/gi7WPLtQOtR"";Baltimore"," MD;@Chiapparelli;;""537777492451655680"";https://twitter.com/_dakotanikole_/status/537777492451655680",,,,,,,,,,
"BaltimoreCP;2014-11-26 17:17;0;0;""Man shot in arm"," leg in West Baltimore : A 58-year-old man was shot in the arm and leg Wednesday afternoon in theâ€_ http:// dlvr.it/7f4q0M"";Baltimore"," MD;;;""537777087881293824"";https://twitter.com/BaltimoreCP/status/537777087881293824",,,,,,,,,,
"LoveMyOpinions;2014-11-26 17:15;0;0;""@ShaiVaughnC Baltimore"";Towson"," MD;@ShaiVaughnC;;""537776776496578560"";https://twitter.com/LoveMyOpinions/status/537776776496578560",,,,,,,,,,,
"ShoesNFood;2014-11-26 16:37;0;0;""Tom Foolery (@Baltimore / Washington International Thurgood Marshall Airport (BWI) in Baltimore "," MD) https://www. swarmapp.com/c/daNUqc4FGse"";Severn"," MD;@Baltimore;;""537767147020488704"";https://twitter.com/ShoesNFood/status/537767147020488704",,,,,,,,,,
"baltimore311;2014-11-26 16:34;0;0;""Opened Damaged Sidewalk request via Android at 1157 Carroll St Baltimore http:// spot.cx/15AW9jX . Tree roots breaking up sidewalk."";Baltimore"," MD;;;""537766487914987520"";https://twitter.com/baltimore311/status/537766487914987520",,,,,,,,,,,
"swimming_POOLE_;2014-11-26 16:30;0;6;""the lights of Baltimore pic.twitter.com/X0c40d1nf2"";Severn"," MD;;;""537765404509503488"";https://twitter.com/swimming_POOLE_/status/537765404509503488",,,,,,,,,,,
"OnSomeG;2014-11-26 16:23;0;0;""Touched down in Baltimore ."";Severn"," MD;;;""537763661763579904"";https://twitter.com/OnSomeG/status/537763661763579904",,,,,,,,,,,
"cindywp;2014-11-26 16:18;0;0;""I'm at @AleMarys_ in Baltimore "," MD https://www. swarmapp.com/c/fUQzjZT9YpC"";Baltimore"," MD;@AleMarys_;;""537762290972786688"";https://twitter.com/cindywp/status/537762290972786688",,,,,,,,,,
"OmarAlshatti_;2014-11-26 16:18;0;0;""I'm at @Five_Guys in Baltimore "," MD https://www. swarmapp.com/c/9BxsXOPaQY8"";Baltimore"," MD;@Five_Guys;;""537762249059082242"";https://twitter.com/OmarAlshatti_/status/537762249059082242",,,,,,,,,,
"Deiz4real;2014-11-26 16:12;0;0;""This is just the half of !!! @East Baltimore http:// instagram.com/p/v4fIpfRk3I/"";Baltimore"," MD;@East;;""537760738085851136"";https://twitter.com/Deiz4real/status/537760738085851136",,,,,,,,,,,
"revjenn;2014-11-26 16:11;0;0;""Annual Thanksgiving Dinner (@Harford House in Baltimore "," MD) https://www. swarmapp.com/c/f98JAPhAHEL pic.twitter.com/ZnLnE6Lg83"";Baltimore"," MD;@Harford;;""537760556082806784"";https://twitter.com/revjenn/status/537760556082806784",,,,,,,,,,
"missbutts85;2014-11-26 16:10;0;0;""I'm at Merritt Downtown Athletic Club in Baltimore "," MD https://www. swarmapp.com/c/bIxibqzBzYl"";Baltimore"," MD;;;""537760308824375296"";https://twitter.com/missbutts85/status/537760308824375296",,,,,,,,,,
"ratTAHtattat;2014-11-26 16:03;1;1;""Baltimore is about to get a whole lot better once my baby @Dee_Porchia gets home tonight"";Towson"," MD;@Dee_Porchia;;""537758592670388225"";https://twitter.com/ratTAHtattat/status/537758592670388225",,,,,,,,,,,
"JennRhea;2014-11-26 16:02;0;0;""Possibly the only person who orders wine here. (@The @BrewersArt in Baltimore "," MD) https://www. swarmapp.com/c/gZ6ZCOZJuYS"";Baltimore"," MD;@The @BrewersArt;;""537758238599806977"";https://twitter.com/JennRhea/status/537758238599806977",,,,,,,,,,
"faithpaulick;2014-11-26 16:00;0;0;""I'm at club de herbalife in Baltimore "," MD https://www. swarmapp.com/c/fjWvp4gefDw"";Baltimore"," MD;;;""537757910898868225"";https://twitter.com/faithpaulick/status/537757910898868225",,,,,,,,,,
"mobtowngeorge;2014-11-26 15:55;0;0;""I'm at @TheWineSource in Baltimore "," MD https://www. swarmapp.com/c/hjesvD7ozd1 pic.twitter.com/W7CeHZQDeE"";Baltimore"," MD;@TheWineSource;;""537756567614287872"";https://twitter.com/mobtowngeorge/status/537756567614287872",,,,,,,,,,
"SkiplaggedDeals;2014-11-26 15:54;0;0;""Live in Baltimore ? Visit Atlanta for only $91 on Thursday"," May 14. Save $22! #share #flight #deal #BWI #ATL https:// skiplagged.com/?src=BWI&dst=A TL&when=2015-05-14&whenBack= â€_"";Severn"," MD;;#share #flight #deal #BWI #ATL;""537756271060193280"";https://twitter.com/SkiplaggedDeals/status/537756271060193280",,,,,,,,,,
"4100FATBOY;2014-11-26 15:51;1;1;""ur favorite rapper ain't did shit he a gangsta where he from come to Baltimore bitch!"";Catonsville"," MD;;;""537755473727221761"";https://twitter.com/4100FATBOY/status/537755473727221761",,,,,,,,,,,
"lolabolt;2014-11-26 15:49;0;0;""SO EXCITED TO WAIT OUT MY FLIGHT DELAY... (@Baltimore / Washington International Thurgood Marshall Airport (BWI)) https://www. swarmapp.com/c/a4r94QQBPQD"";Severn"," MD;@Baltimore;;""537755171573743616"";https://twitter.com/lolabolt/status/537755171573743616",,,,,,,,,,,
"heavy1500;2014-11-26 15:37;3;1;""Baltimore N Gilmor niggaz get dat money #FactsOnly"";Baltimore"," MD;;#FactsOnly;""537751915321630721"";https://twitter.com/heavy1500/status/537751915321630721",,,,,,,,,,,
"cindywp;2014-11-26 15:31;0;0;""Another local joint (@Papi's Taco Joint in Baltimore "," MD) https://www. swarmapp.com/c/6pzLr1EljYa"";Baltimore"," MD;@Papi;;""537750493565833216"";https://twitter.com/cindywp/status/537750493565833216",,,,,,,,,,
"BaltimoreCP;2014-11-26 15:25;0;0;""ACLU questions Baltimore police use of Stringray: The American Civil Liberties Union is taking the Baltimore Cityâ€_ http:// dlvr.it/7f3GmZ"";Baltimore"," MD;;;""537748985872515072"";https://twitter.com/BaltimoreCP/status/537748985872515072",,,,,,,,,,,
"BaltimoreCP;2014-11-26 15:25;0;0;""Baltimore police training designed to eliminate racial bias: As the Baltimore Police Department seeks to eliminateâ€_ http:// dlvr.it/7f3GLz"";Baltimore"," MD;;;""537748965664362496"";https://twitter.com/BaltimoreCP/status/537748965664362496",,,,,,,,,,,
"erikcrown;2014-11-26 15:24;0;0;""Stocking up for thanksgiving dinner", 2 quarts of cinnamon to go (@Uncle Wiggly Ice Cream in Baltimore ," MD) https://www. swarmapp.com/c/3i0CRCJsfvT"";Baltimore"," MD;@Uncle;;""537748767072866305"";https://twitter.com/erikcrown/status/537748767072866305",,,,,,,,,
"sportswcoleman;2014-11-26 15:19;0;1;""Heading to @OuzoBayBalt for 1st time with lots of family for Pre #Thanksgiving meal. Hope it lives up to hype #Baltimore"";Baltimore"," MD;@OuzoBayBalt;#Thanksgiving #Baltimore;""537747505631727616"";https://twitter.com/sportswcoleman/status/537747505631727616",,,,,,,,,,,
"TheSoundGarden;2014-11-26 15:16;0;0;""Now you know what happened to Arnold. He lost the football head", grew 3 feet," and moved to Baltimore .â€_ http:// instagram.com/p/v4YzjziXtn/"";Baltimore"," MD;;;""537746818374053888"";https://twitter.com/TheSoundGarden/status/537746818374053888",,,,,,,,,
"CirocBoy21;2014-11-26 15:11;0;0;""Me & Bae Step Out 2 Eat obey_prettyeyez21 @Applebee's Baltimore City http:// instagram.com/p/v4YLdlHlQ-/"";Baltimore"," MD;@Applebee;;""537745441169760256"";https://twitter.com/CirocBoy21/status/537745441169760256",,,,,,,,,,,
"LoveMyOpinions;2014-11-26 15:09;0;1;""On my way to Downtown Baltimore to interview protestors and protest as well. #BmoreForFerguson #Ferguson #BmoreFerguson"";Baltimore"," MD;;#BmoreForFerguson #Ferguson #BmoreFerguson;""537745040526045184"";https://twitter.com/LoveMyOpinions/status/537745040526045184",,,,,,,,,,,
"GeeCOLD;2014-11-26 14:59;0;0;""I'm at Baltimore / Washington International Thurgood Marshall Airport (BWI) in Baltimore "," MD https://www. swarmapp.com/c/3mXHQNO3k6s"";Severn"," MD;;;""537742535058534401"";https://twitter.com/GeeCOLD/status/537742535058534401",,,,,,,,,,
"thejanaymichele;2014-11-26 14:46;0;0;""bruh this love i have for baltimore is ridiculous. i dont ever wanna leave...."";Baltimore"," MD;;;""537739235579547648"";https://twitter.com/thejanaymichele/status/537739235579547648",,,,,,,,,,,
"n8dissmeyer;2014-11-26 14:45;0;0;""I'm at Ryan's Daughter in Baltimore "," MD https://www. swarmapp.com/c/30whJyj7lJW"";Baltimore"," MD;;;""537739037251883009"";https://twitter.com/n8dissmeyer/status/537739037251883009",,,,,,,,,,
"elisekvlmer;2014-11-26 14:37;0;1;""Currently in Baltimore and good god it went from sunny and 70 in Florida to rainy and fucking freezing in Maryland"";Severn"," MD;;;""537737005266763779"";https://twitter.com/elisekvlmer/status/537737005266763779",,,,,,,,,,,
"BaltimoreCP;2014-11-26 14:37;0;0;""Ravens Get Running Start in Bid to Make Playoffs: In the pass-happy NFL"," the Baltimore Ravens have found success byâ€_ http:// dlvr.it/7f2WN2"";Baltimore"," MD;;;""537736865395142656"";https://twitter.com/BaltimoreCP/status/537736865395142656",,,,,,,,,,
"williambowry;2014-11-26 14:35;0;3;""I went book-shopping. #Baltimore the city of self - approbation. pic.twitter.com/yLXq6vnDtd"";Baltimore"," MD;;#Baltimore;""537736422501793792"";https://twitter.com/williambowry/status/537736422501793792",,,,,,,,,,,
"JennRhea;2014-11-26 14:34;0;0;""Long weekend starts now. (@Minato Japanese Restaurant - @minatosushibar in Baltimore "," MD) https://www. swarmapp.com/c/9qMjAH5B6kR"";Baltimore"," MD;@Minato @minatosushibar;;""537736275378200576"";https://twitter.com/JennRhea/status/537736275378200576",,,,,,,,,,
"Mmmm_TAEsty;2014-11-26 14:32;0;2;""almost all my niggas fucking another nigga bitch "," thats why u don't trust these Baltimore Bitches"";Baltimore"," MD;;;""537735761898921984"";https://twitter.com/Mmmm_TAEsty/status/537735761898921984",,,,,,,,,,
"BaltimoreCP;2014-11-26 14:22;0;0;""2 men shot outside Overlea bar: Two men were shot outside a bar in Baltimore County just before midnight Tuesday","â€_ http:// dlvr.it/7f29yJ"";Baltimore"," MD;;;""537733059169107970"";https://twitter.com/BaltimoreCP/status/537733059169107970",,,,,,,,,,
"baltimore311;2014-11-26 14:15;0;0;""Closed Dirty Alley or Street request at 744 E Preston St Baltimore http:// spot.cx/1pk1ODI . No trash in alley-checked both sides of street."";Baltimore"," MD;;;""537731381489451011"";https://twitter.com/baltimore311/status/537731381489451011",,,,,,,,,,,
"emissioninfo;2014-11-26 14:05;0;0;""5 PM ALERT: Baltimore 's electricity generation now at its dirtiest. http:// bit.ly/1n2rrSK #BaltimoreGrowEfficiently"";Baltimore"," MD;;#BaltimoreGrowEfficiently;""537728774310096899"";https://twitter.com/emissioninfo/status/537728774310096899",,,,,,,,,,,
"pperpk;2014-11-26 14:01;1;0;""à_Åà¸¡à_ˆà¸‡à¸«à¸£à¸_à_†à_†554446555555555 (@Ruth's Chris Steak House - @ruthschris_p5 in Baltimore "," MD) https://www. swarmapp.com/c/hEKgZFmO0Mq pic.twitter.com/CgWOZO29ar"";Baltimore"," MD;@Ruth @ruthschris_p5;;""537727983130120194"";https://twitter.com/pperpk/status/537727983130120194",,,,,,,,,,
"BaltimoreCP;2014-11-26 13:50;0;0;""Orioles and Infielder Navarro Agree to 1-Year Deal: Infielder Rey Navarro and the Baltimore Orioles have agreed toâ€_ http:// dlvr.it/7f1nnR"";Baltimore"," MD;;;""537725013135073280"";https://twitter.com/BaltimoreCP/status/537725013135073280",,,,,,,,,,,
"BaltimoreCP;2014-11-26 13:50;0;0;""City Police Search for Missing 12-Year-Old: Baltimore City police are asking the public for help in locating aâ€_ http:// dlvr.it/7f1nRT"";Baltimore"," MD;;;""537725002926149633"";https://twitter.com/BaltimoreCP/status/537725002926149633",,,,,,,,,,,
