username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink,,,,,,,,,
"_YepThatsJay;2014-08-10 21:24;0;0;""Tooth Hurting."";Missouri"," USA;;;""498686443532091392"";https://twitter.com/_YepThatsJay/status/498686443532091392",,,,,,,,
"j7d4met;2014-08-10 21:24;0;0;""@j7d4met"";Florissant"," MO;@j7d4met;;""498686439455195136"";https://twitter.com/j7d4met/status/498686439455195136",,,,,,,,
"MsShawnaCamila;2014-08-10 21:24;1;0;""â€œ@AsthmaticNympho: Stole all the hot Cheetos and set that bitch a blazeâ€ù"";St Louis"," MO;@AsthmaticNympho;;""498686406315999232"";https://twitter.com/MsShawnaCamila/status/498686406315999232",,,,,,,,
"karliemae6590;2014-08-10 21:24;0;1;""I have too much fun in this relationship"";Alton"," IL;;;""498686383775440896"";https://twitter.com/karliemae6590/status/498686383775440896",,,,,,,,
"notyaboibobbrem;2014-08-10 21:24;0;1;""Even tho my whole body is cut and bruised and half my friends are prolly still mad at me I had an amazing weekend"";St Louis"," MO;;;""498686372581224448"";https://twitter.com/notyaboibobbrem/status/498686372581224448",,,,,,,,
"jordanhall_1;2014-08-10 21:24;0;0;""pls dont"";Pontoon Beach"," IL;;;""498686367107264512"";https://twitter.com/jordanhall_1/status/498686367107264512",,,,,,,,
"SheTheItGirl;2014-08-10 21:24;0;0;""im hungry . ."";St Louis"," MO;;;""498686346681008128"";https://twitter.com/SheTheItGirl/status/498686346681008128",,,,,,,,
"j7d4met;2014-08-10 21:24;0;0;""New to this",& have no idea what doin,"lol... pic.twitter.com/2AqzKdK2Yx"";Florissant"," MO;;;""498686338246656001"";https://twitter.com/j7d4met/status/498686338246656001",,,,,,
"Teezy_26;2014-08-10 21:24;0;0;""@BernardNigga @Shandon_Scherf i think belleville"";Cahokia"," IL;@BernardNigga @Shandon_Scherf;;""498686335893270528"";https://twitter.com/Teezy_26/status/498686335893270528",,,,,,,,
"MsShawnaCamila;2014-08-10 21:24;0;0;""â€œ @LilRxck : @iAMnotNuNu @88Dezrules like my grandpa use to always say ""they can't take us all to jail""â€ù lol bye"";St Louis"," MO;@LilRxck @iAMnotNuNu @88Dezrules;;""498686313793851392"";https://twitter.com/MsShawnaCamila/status/498686313793851392",,,,,,,,
"SuperBrewHaHa;2014-08-10 21:24;0;0;""I just received word that the #Leftorium is now being #looted in #ferguson . #MikeBrown #stl #nedflanders #looting pic.twitter.com/rAMyKWDcYv"";St Louis"," MO;;#Leftorium #looted #ferguson #MikeBrown #stl #nedflanders #looting;""498686311285288962"";https://twitter.com/SuperBrewHaHa/status/498686311285288962",,,,,,,,
"kay1010_;2014-08-10 21:24;0;1;""Oh God. The last thing they need is fucking Al Sharpton to come visit."";Missouri"," USA;;;""498686288338243584"";https://twitter.com/kay1010_/status/498686288338243584",,,,,,,,
"_LousTeddie;2014-08-10 21:24;0;0;""@CeeCurvedYou_ They were all stolen....Now what ?"";St Louis"," MO;@CeeCurvedYou_;;""498686279861936128"";https://twitter.com/_LousTeddie/status/498686279861936128",,,,,,,,
"Shaaaani;2014-08-10 21:24;0;0;""Getting closer to my house"," toys r us tho?"";Florissant"," MO;;;""498686271808491521"";https://twitter.com/Shaaaani/status/498686271808491521",,,,,,,
"Lneezy;2014-08-10 21:24;0;1;""â€œ @Lmao : when bae text you goodnight & you're wide awake https://twitter.com/Lmao/status/498245220384141313/photo/1 pic.twitter.com/5V4o7dVGMT â€ù @carli_ellen"";Chesterfield"," MO;@Lmao @carli_ellen;;""498686270105583616"";https://twitter.com/Lneezy/status/498686270105583616",,,,,,,,
"MsShawnaCamila;2014-08-10 21:24;0;0;""@Don__Colione I just want only 200 lol"";St Louis"," MO;@Don__Colione;;""498686264116523008"";https://twitter.com/MsShawnaCamila/status/498686264116523008",,,,,,,,
"HEELNelsz;2014-08-10 21:24;0;0;""Shesh shesh"";University City"," MO;;;""498686262144802816"";https://twitter.com/HEELNelsz/status/498686262144802816",,,,,,,,
"partyANNA_mal;2014-08-10 21:24;0;1;""@imabrick_WALL make me one!!!"";St Louis"," MO;@imabrick_WALL;;""498686257770143744"";https://twitter.com/partyANNA_mal/status/498686257770143744",,,,,,,,
"cian_don;2014-08-10 21:23;0;0;""@always2nice23 @prinerin ppl are surrounding four police officers trapped in there car."";Ferguson"," MO;@always2nice23 @prinerin;;""498686215323795457"";https://twitter.com/cian_don/status/498686215323795457",,,,,,,,
"KillaKobeCeo;2014-08-10 21:23;0;0;""pic.twitter.com/H3oi6Zrrgn"";Moline Acres"," MO;;;""498686207379775488"";https://twitter.com/KillaKobeCeo/status/498686207379775488",,,,,,,,
"I_Go_HAMed;2014-08-10 21:23;17;31;""This should not be happening.....what's happening to north county? pic.twitter.com/vDI1BBkc25"";Ferguson"," MO;;;""498686203819208704"";https://twitter.com/I_Go_HAMed/status/498686203819208704",,,,,,,,
"Baby_Its_Yours;2014-08-10 21:23;0;0;""@PeanuttDaPrince mfs die on a daily why risk ya life for a person you can't bring back??"";Centreville"," IL;@PeanuttDaPrince;;""498686201000235008"";https://twitter.com/Baby_Its_Yours/status/498686201000235008",,,,,,,,
"MeghanOMG;2014-08-10 21:23;3;0;""@BeyonceLovesMe unfortunately the woman is being rushed to the hospital"";Olivette"," MO;@BeyonceLovesMe;;""498686193899290624"";https://twitter.com/MeghanOMG/status/498686193899290624",,,,,,,,
"AyannaMoNae__;2014-08-10 21:23;0;0;""""@Breanna_Makiyaa: Its Only ONE STL ! Ain't No City like Ours ."""";Spanish Lake"," MO;@Breanna_Makiyaa;;""498686189080039424"";https://twitter.com/AyannaMoNae__/status/498686189080039424",,,,,,,,
"Grindtime_110;2014-08-10 21:23;0;0;""Lil bihh pic.twitter.com/oNphlzfFkA"";St Louis"," MO;;;""498686183376179200"";https://twitter.com/Grindtime_110/status/498686183376179200",,,,,,,,
"PoliticalAnt;2014-08-10 21:23;2;2;"". @stljv @div4gravity @crazylary51 @zaibatsu I have known church members who have told me some White St. Louis cops are KKK members.It's true"";St Louis"," MO;@stljv @div4gravity @crazylary51 @zaibatsu;;""498686182541111297"";https://twitter.com/PoliticalAnt/status/498686182541111297",,,,,,,,
"MsShawnaCamila;2014-08-10 21:23;0;0;""they bout to have everything if they get into Walmart."";St Louis"," MO;;;""498686173326606336"";https://twitter.com/MsShawnaCamila/status/498686173326606336",,,,,,,,
"vsyx09;2014-08-10 21:23;0;0;""This is gettin outta control"";Florissant"," MO;;;""498686170797047808"";https://twitter.com/vsyx09/status/498686170797047808",,,,,,,,
"_YepThatsJay;2014-08-10 21:23;0;0;""@tabitharenee_ Right I'll Be Soooo Happy."";Missouri"," USA;@tabitharenee_;;""498686165516443650"";https://twitter.com/_YepThatsJay/status/498686165516443650",,,,,,,,
"JustCallMe_Kal;2014-08-10 21:23;0;1;""Lmao Ev gone RT it too"";St Louis"," MO;;;""498686145081798656"";https://twitter.com/JustCallMe_Kal/status/498686145081798656",,,,,,,,
"AyannaMoNae__;2014-08-10 21:23;1;0;"""" @TeamClutchStl : Shoutout to the STL nigga that lot the gas station on fire I jus know that nigga went to Beaumont"""";Spanish Lake"," MO;@TeamClutchStl;;""498686130343391232"";https://twitter.com/AyannaMoNae__/status/498686130343391232",,,,,,,,
"_Conss;2014-08-10 21:23;0;1;""All of them are going straight to hell"";St Charles"," MO;;;""498686119966289921"";https://twitter.com/_Conss/status/498686119966289921",,,,,,,,
"BriceWiggs;2014-08-10 21:23;0;0;""@JonWesleySparks it's out of control"";St Charles"," MO;@JonWesleySparks;;""498686101049982976"";https://twitter.com/BriceWiggs/status/498686101049982976",,,,,,,,
"Jngle_mentality;2014-08-10 21:23;1;0;""I can't deal with Stl Right now... it's a fucking shame what's going on now"";St Louis"," MO;;;""498686083601674240"";https://twitter.com/Jngle_mentality/status/498686083601674240",,,,,,,,
"KillaKobeCeo;2014-08-10 21:23;0;0;""#Ripmikebrown #mikenation #stopdontshoot justice pic.twitter.com/60Hd2X226J"";Moline Acres"," MO;;#Ripmikebrown #mikenation #stopdontshoot;""498686073145274368"";https://twitter.com/KillaKobeCeo/status/498686073145274368",,,,,,,,
"Shaaaani;2014-08-10 21:23;1;0;""This aint even about Mike..."";Florissant"," MO;;;""498686072163803136"";https://twitter.com/Shaaaani/status/498686072163803136",,,,,,,,
"_ogxpetty;2014-08-10 21:23;0;0;""This the new Purge"";St John"," MO;;;""498686071639912449"";https://twitter.com/_ogxpetty/status/498686071639912449",,,,,,,,
"Grindtime_110;2014-08-10 21:23;0;0;""Lol I remember I had the biggest crush on light bright in high school. Oh memories"";St Louis"," MO;;;""498686068896837633"";https://twitter.com/Grindtime_110/status/498686068896837633",,,,,,,,
"BeautifulGiant;2014-08-10 21:23;0;0;""Look like they on Lucus & Hunt ... they coming towards me lol"";Normandy"," MO;;;""498686060617273344"";https://twitter.com/BeautifulGiant/status/498686060617273344",,,,,,,,
"_YepThatsJay;2014-08-10 21:23;0;0;""@LeqendarySTAR Mfs In St.Louis Need To Chill Then Thats All She Tryna Say."";Missouri"," USA;@LeqendarySTAR;;""498686059057000449"";https://twitter.com/_YepThatsJay/status/498686059057000449",,,,,,,,
"HEELNelsz;2014-08-10 21:23;2;0;"""" @Fucking_Dope : Rockstar Games gonna have to make a Grand Theft Auto : St. Louis after tonight"" bro fr"";University City"," MO;@Fucking_Dope;;""498686019508506625"";https://twitter.com/HEELNelsz/status/498686019508506625",,,,,,,,
"emmaworner;2014-08-10 21:23;0;3;""Everybody all cuddled with their bae and I'm just sitting on the singles couch...all alone. pic.twitter.com/xXgBLZtbJk"";St Peters"," MO;;;""498686019437211648"";https://twitter.com/emmaworner/status/498686019437211648",,,,,,,,
"_devoo__;2014-08-10 21:23;7;1;""Never forget where you came from"";Missouri"," USA;;;""498686018736758784"";https://twitter.com/_devoo__/status/498686018736758784",,,,,,,,
"oh_MYers;2014-08-10 21:23;0;1;""@MileyCyrus ur the #BangerzTourSTL pic.twitter.com/toy3UB8EEv"";Kirkwood"," MO;@MileyCyrus;#BangerzTourSTL;""498686013250625539"";https://twitter.com/oh_MYers/status/498686013250625539",,,,,,,,
"livrademacher;2014-08-10 21:23;3;12;""Maybe it's all happening cause Miley's in town"";Missouri"," USA;;;""498685994338512897"";https://twitter.com/livrademacher/status/498685994338512897",,,,,,,,
"Tater_Salad_;2014-08-10 21:23;0;0;""@Makerss_Marc @Scuba_Sam23 @opnspirit I feel ya"";Granite City"," IL;@Makerss_Marc @Scuba_Sam23 @opnspirit;;""498685991230525441"";https://twitter.com/Tater_Salad_/status/498685991230525441",,,,,,,,
"madisoncoates30;2014-08-10 21:22;5;3;""Still in Miley mode. #PartyInTheUSA"";St Louis"," MO;;#PartyInTheUSA;""498685986650726400"";https://twitter.com/madisoncoates30/status/498685986650726400",,,,,,,,
"nataly_smallss;2014-08-10 21:22;0;1;"""" @Make_it_Jnasty : Forreal though"," I'm praying for all the cops over their risking their lives. DOING THEIR JOBS"""";St Louis"," MO;@Make_it_Jnasty;;""498685983554957313"";https://twitter.com/nataly_smallss/status/498685983554957313",,,,,,,
"AmberAlert___;2014-08-10 21:22;1;0;""Im straight in awe right now"";Ferguson"," MO;;;""498685973870297090"";https://twitter.com/AmberAlert___/status/498685973870297090",,,,,,,,
"_Danteee;2014-08-10 21:22;0;1;""Fuck they got tanks for ? What they really go start blowing mf's up omg nooo!"";Hazelwood"," MO;;;""498685971039150080"";https://twitter.com/_Danteee/status/498685971039150080",,,,,,,,
"Teezy_26;2014-08-10 21:22;0;0;""â€œ @Shandon_Scherf : Someone dm meâ€ù @BernardNigga"";Cahokia"," IL;@Shandon_Scherf @BernardNigga;;""498685962889596929"";https://twitter.com/Teezy_26/status/498685962889596929",,,,,,,,
"MajaMystery;2014-08-10 21:22;0;0;""@common it Is Trayvon All Over I Cry To U And Other Legends ...Please Please Hear my Heart n soul .. Pure in intentions. . I NEED U BROTHA"";Spanish Lake"," MO;@common;;""498685955096604675"";https://twitter.com/MajaMystery/status/498685955096604675",,,,,,,,
"KillaKobeCeo;2014-08-10 21:22;0;0;""#Ripmikebrown #mikenation #stopdontshoot pic.twitter.com/rsSwp0tuXK"";Moline Acres"," MO;;#Ripmikebrown #mikenation #stopdontshoot;""498685950227017729"";https://twitter.com/KillaKobeCeo/status/498685950227017729",,,,,,,,
"BallGameSwagg;2014-08-10 21:22;1;3;""â€œ @rapIikelilwayne : LMAO BRUH! https:// vine.co/v/MXLPK97x2nd â€ù @abryon_jge @DreadHeaad_ @Keedie_Bruh @__RandomGuy"";St Peters"," MO;@rapIikelilwayne @abryon_jge @DreadHeaad_ @Keedie_Bruh @__RandomGuy;;""498685939481579520"";https://twitter.com/BallGameSwagg/status/498685939481579520",,,,,,,,
"Tater_Salad_;2014-08-10 21:22;0;0;""But its tiring"";Granite City"," IL;;;""498685925451251712"";https://twitter.com/Tater_Salad_/status/498685925451251712",,,,,,,,
"BryanHulseyb;2014-08-10 21:22;0;0;""Being serious rioters in ferguson I have a message go home #gohome #MikeBrown"";St Peters"," MO;;#gohome #MikeBrown;""498685919671484416"";https://twitter.com/BryanHulseyb/status/498685919671484416",,,,,,,,
"bradlayyy;2014-08-10 21:22;0;0;""@j_stoves he smelt funny though"";Rosewood Heights"," IL;@j_stoves;;""498685904144564225"";https://twitter.com/bradlayyy/status/498685904144564225",,,,,,,,
"_LousTeddie;2014-08-10 21:22;0;0;""@CeeCurvedYou_ STFU...lol"";St Louis"," MO;@CeeCurvedYou_;;""498685900034166784"";https://twitter.com/_LousTeddie/status/498685900034166784",,,,,,,,
"Kleekamp;2014-08-10 21:22;0;0;""Yep. Definitely feeling loved."";St Louis"," MO;;;""498685891310006272"";https://twitter.com/Kleekamp/status/498685891310006272",,,,,,,,
"Tater_Salad_;2014-08-10 21:22;0;0;""Yes."";Granite City"," IL;;;""498685885143982080"";https://twitter.com/Tater_Salad_/status/498685885143982080",,,,,,,,
"Tater_Salad_;2014-08-10 21:22;0;0;""Is it worth fighting for?"";Granite City"," IL;;;""498685859571310593"";https://twitter.com/Tater_Salad_/status/498685859571310593",,,,,,,,
"bradlayyy;2014-08-10 21:22;0;0;""@j_stoves no clue"";Rosewood Heights"," IL;@j_stoves;;""498685855436124160"";https://twitter.com/bradlayyy/status/498685855436124160",,,,,,,,
"Grindtime_110;2014-08-10 21:22;0;0;""@Jabri_massie : Quote This With Your Favorite Selfie Of Yourself"" pic.twitter.com/OqayjxmhYM"";St Louis"," MO;@Jabri_massie;;""498685850352627712"";https://twitter.com/Grindtime_110/status/498685850352627712",,,,,,,,
"RELLOSWAGGA;2014-08-10 21:22;0;0;""My city of #StLouis just made CNN but not in a good way smh"";St Louis"," MO;;#StLouis;""498685835487608833"";https://twitter.com/RELLOSWAGGA/status/498685835487608833",,,,,,,,
"CaptainGrote;2014-08-10 21:22;0;0;""But for real"";Granite City"," IL;;;""498685826033672193"";https://twitter.com/CaptainGrote/status/498685826033672193",,,,,,,,
"flatpickluvr1;2014-08-10 21:22;0;0;""@shostygirl77 my co-worker lives close to the trouble area. Family Dollar just got looted. They got the police dogs out there now",";Crestwood, MO;@shostygirl77;;498685815044575232"";https://twitter.com/flatpickluvr1/status/498685815044575232",,,,,,,,
"n_hash7;2014-08-10 21:22;0;0;""@lauren_lundgren :)"";Missouri"," USA;@lauren_lundgren;;""498685814704857088"";https://twitter.com/n_hash7/status/498685814704857088",,,,,,,,
"BriceWiggs;2014-08-10 21:22;0;0;""@BenavidezDanny is it the same QT the kid stole from?"";St Charles"," MO;@BenavidezDanny;;""498685808073650176"";https://twitter.com/BriceWiggs/status/498685808073650176",,,,,,,,
"Tater_Salad_;2014-08-10 21:22;0;0;""So much time in this and get nothing."";Granite City"," IL;;;""498685800217718786"";https://twitter.com/Tater_Salad_/status/498685800217718786",,,,,,,,
"PoliticalAnt;2014-08-10 21:22;2;2;"". @stljv @div4gravity @crazylary51 @zaibatsu This is why you do not let racist ass White pig cops keep getting away with shit. Riots happen."";St Louis"," MO;@stljv @div4gravity @crazylary51 @zaibatsu;;""498685797583695872"";https://twitter.com/PoliticalAnt/status/498685797583695872",,,,,,,,
"_YepThatsJay;2014-08-10 21:22;0;0;""@tabitharenee_ Holling Cause If They Did I Need Them To Bring Me Some Donuts."";Missouri"," USA;@tabitharenee_;;""498685790214688769"";https://twitter.com/_YepThatsJay/status/498685790214688769",,,,,,,,
"MAURStoEARTH;2014-08-10 21:22;0;1;""Nothing brings ppl together like a common enemy"";St Louis"," MO;;;""498685770308136960"";https://twitter.com/MAURStoEARTH/status/498685770308136960",,,,,,,,
"_JustinTMcCain;2014-08-10 21:22;0;0;""@ErrbodyHatesCT not the answer"," fixes nothing"";Missouri"," USA;@ErrbodyHatesCT;;""498685767602798593"";https://twitter.com/_JustinTMcCain/status/498685767602798593",,,,,,,
"_devoo__;2014-08-10 21:22;3;0;""As y'all can see mfs really don't care about shit nomore they done tryna be peaceful"";Missouri"," USA;;;""498685747835068417"";https://twitter.com/_devoo__/status/498685747835068417",,,,,,,,
"CaptainGrote;2014-08-10 21:22;0;0;""I want to be a police officer.. Lol"";Granite City"," IL;;;""498685743254872064"";https://twitter.com/CaptainGrote/status/498685743254872064",,,,,,,,
"omgitssMina;2014-08-10 21:22;5;3;""but y'all don't riot when someone in the military dies.. okay"";Woodson Terrace"," MO;;;""498685741111590913"";https://twitter.com/omgitssMina/status/498685741111590913",,,,,,,,
"YoureWholeRTM;2014-08-10 21:21;0;0;""I'm speeding cause no. Police are allowed to be out right now for they safety"";Florissant"," MO;;;""498685734522347520"";https://twitter.com/YoureWholeRTM/status/498685734522347520",,,,,,,,
"carmallitacruz;2014-08-10 21:21;0;0;"""" @xaviercampa : baby I want more.."""";Florissant"," MO;@xaviercampa;;""498685716214194177"";https://twitter.com/carmallitacruz/status/498685716214194177",,,,,,,,
"timothymcphers3;2014-08-10 21:21;0;0;""St.Louis wat is goin on y is dis happening destroy ur community u not solving nething y'all taxes so u gon b payn it back"";Breckenridge Hills"," MO;;;""498685715777994752"";https://twitter.com/timothymcphers3/status/498685715777994752",,,,,,,,
"MAURStoEARTH;2014-08-10 21:21;0;2;""Y'all mad about the cops... But do it to each other in gang related violence.. We're so quick to come together when it's Them vs Us"";St Louis"," MO;;;""498685707305488384"";https://twitter.com/MAURStoEARTH/status/498685707305488384",,,,,,,,
"nataly_smallss;2014-08-10 21:21;1;1;""@MrRoRoRezzz latinos do ;)"";St Louis"," MO;@MrRoRoRezzz;;""498685697281110016"";https://twitter.com/nataly_smallss/status/498685697281110016",,,,,,,,
"AyannaMoNae__;2014-08-10 21:21;3;0;"""" @_______Torey : Mfs Lick Family Dollar Everyday In Spanish Lake Lbs Shit Ain't New"""";Spanish Lake"," MO;@_______Torey;;""498685687214792706"";https://twitter.com/AyannaMoNae__/status/498685687214792706",,,,,,,,
"jstoff;2014-08-10 21:21;21;12;""Guns", riots, looting... All symptoms of deeper rooted issues. Income disparity, racism, distrust. Treat the problems," not the symptoms."";Overland"," MO;;;""498685686174990336"";https://twitter.com/jstoff/status/498685686174990336",,,
"AyyeKhari;2014-08-10 21:21;1;0;""Bae be trippn frl"";Brooklyn"," IL;;;""498685683855556608"";https://twitter.com/AyyeKhari/status/498685683855556608",,,,,,,,
"RELLOSWAGGA;2014-08-10 21:21;0;0;""Just go home! Yall not making it no better"";St Louis"," MO;;;""498685682068361216"";https://twitter.com/RELLOSWAGGA/status/498685682068361216",,,,,,,,
"dc_winning;2014-08-10 21:21;0;1;""@AaliyahBox dang I'm in castle point right now it's quiet asf.. But dang thanks tho."";Missouri"," USA;@AaliyahBox;;""498685681250869249"";https://twitter.com/dc_winning/status/498685681250869249",,,,,,,,
"megaaanellis;2014-08-10 21:21;0;3;""we twerked our faces off tonight. @kaitlinoshag"";St Peters"," MO;@kaitlinoshag;;""498685678171852800"";https://twitter.com/megaaanellis/status/498685678171852800",,,,,,,,
"ellekiely;2014-08-10 21:21;1;2;""And that would be where I grew up... #northcounty #notproudrightnow"";Brentwood"," MO;;#northcounty #notproudrightnow;""498685677823733760"";https://twitter.com/ellekiely/status/498685677823733760",,,,,,,,
"Septemberr10th;2014-08-10 21:21;0;1;""This finna go on till the sun come up"";Ferguson"," MO;;;""498685646731358208"";https://twitter.com/Septemberr10th/status/498685646731358208",,,,,,,,
"SpaceeJammiinn;2014-08-10 21:21;2;1;""â€œ @Cay_Charms : @LinnGOTTI IM SAYING THOUGH !! And That Doesnt Include The Gas Lines In The Neighborhoods !!â€ùThey a Dumb they all connected"";St Louis"," MO;@Cay_Charms @LinnGOTTI;;""498685642008567809"";https://twitter.com/SpaceeJammiinn/status/498685642008567809",,,,,,,,
"SheTheItGirl;2014-08-10 21:21;0;0;""lhhh man i REALLLY wanna see y'all do the galleria"";St Louis"," MO;;;""498685627257208832"";https://twitter.com/SheTheItGirl/status/498685627257208832",,,,,,,,
"YoureWholeRTM;2014-08-10 21:21;0;0;""They shooting now"";Florissant"," MO;;;""498685618633719809"";https://twitter.com/YoureWholeRTM/status/498685618633719809",,,,,,,,
"MsShawnaCamila;2014-08-10 21:21;0;0;""@AsthmaticNympho struggle face lol"";St Louis"," MO;@AsthmaticNympho;;""498685606336405504"";https://twitter.com/MsShawnaCamila/status/498685606336405504",,,,,,,,
"MajaMystery;2014-08-10 21:21;0;0;""@fatbellybella I Hope This Reaches U .. The War Has Started. . Its Trayvon Martin All Over again.Please This Is The Time I Cry Out . QUEEN"";Spanish Lake"," MO;@fatbellybella;;""498685605643943938"";https://twitter.com/MajaMystery/status/498685605643943938",,,,,,,,
"Siddityy;2014-08-10 21:21;0;0;""WHERE??!!! "" @ItsMichelle__ : Yeah it's gone get ugly RT @TheOnlyReed : Oh they breakin inside a walmart now? Police finna react"""";Hazelwood"," MO;@ItsMichelle__ @TheOnlyReed;;""498685584928301056"";https://twitter.com/Siddityy/status/498685584928301056",,,,,,,,
"_YepThatsJay;2014-08-10 21:21;0;0;""@_WorldFamous I Called You Nigga."";Missouri"," USA;@_WorldFamous;;""498685570894528512"";https://twitter.com/_YepThatsJay/status/498685570894528512",,,,,,,,
"sunnybunns_;2014-08-10 21:21;0;0;""@_StaciAlexis 16 18 20"";St Louis"," MO;@_StaciAlexis;;""498685570764111872"";https://twitter.com/sunnybunns_/status/498685570764111872",,,,,,,,
"RealBBN;2014-08-10 21:21;0;4;""@ProfessorCrunk NOT THIS!"";Missouri"," USA;@ProfessorCrunk;;""498685560639066112"";https://twitter.com/RealBBN/status/498685560639066112",,,,,,,,
"RELLOSWAGGA;2014-08-10 21:21;0;0;""Why my city though smh I'm disgusted with this"";St Louis"," MO;;;""498685560265777152"";https://twitter.com/RELLOSWAGGA/status/498685560265777152",,,,,,,,
"HEELNelsz;2014-08-10 21:21;0;0;"""" @BoobsAndBrains_ : Who bright idea was it to set a gas station on fire??"" A fucking ass wipe like wtf"";University City"," MO;@BoobsAndBrains_;;""498685538291818496"";https://twitter.com/HEELNelsz/status/498685538291818496",,,,,,,,
"Teezy_26;2014-08-10 21:21;0;0;""â€œ@Jade_Macie: @Teezy_TeeTho obviously I know he died â€ù well i could tell you more about MLK in the dms"";Cahokia"," IL;@Jade_Macie @Teezy_TeeTho;;""498685528917561344"";https://twitter.com/Teezy_26/status/498685528917561344",,,,,,,,
"MeghanOMG;2014-08-10 21:21;4;1;""Is it true? Plz tell me it's NOT TRUE! Someone got shot!! Noooooo #Ferguson STOP Now moving to Dellwood."";Olivette"," MO;;#Ferguson;""498685528338735104"";https://twitter.com/MeghanOMG/status/498685528338735104",,,,,,,,
"PoliticalAnt;2014-08-10 21:21;2;1;"". @stljv @div4gravity @crazylary51 @zaibatsu Man"," do not even try to come at this from a rational point of view. This is rage. #StLouisRiots"";St Louis"," MO;@stljv @div4gravity @crazylary51 @zaibatsu;#StLouisRiots;""498685514891792384"";https://twitter.com/PoliticalAnt/status/498685514891792384",,,,,,,
"carmallitacruz;2014-08-10 21:21;0;1;""@tyler8_ haha night"";Florissant"," MO;@tyler8_;;""498685495291817985"";https://twitter.com/carmallitacruz/status/498685495291817985",,,,,,,,
"_BALLARDD;2014-08-10 21:20;0;3;""What point are you trying to make exactly?"";St Peters"," MO;;;""498685484055289858"";https://twitter.com/_BALLARDD/status/498685484055289858",,,,,,,,
"TwoMyrions;2014-08-10 21:20;1;0;""â€œ@anitreaaa_: Whyyy tf yall set QT on fire like I'm not next door to tht mfr nsht!!!â€ù Lhhhhhhhh"";Missouri"," USA;@anitreaaa_;;""498685479404191744"";https://twitter.com/TwoMyrions/status/498685479404191744",,,,,,,,
"EMILYstew13;2014-08-10 21:20;0;1;""@carson_ware98 I turned on the news alright shut up"";Edwardsville"," IL;@carson_ware98;;""498685470386450432"";https://twitter.com/EMILYstew13/status/498685470386450432",,,,,,,,
"_ogxpetty;2014-08-10 21:20;0;0;""Y'all taking weave from the beauty supply", stealing tires," f* up family dollars & quick trip. Y'all trying to come up"";St John"," MO;;;""498685451352686592"";https://twitter.com/_ogxpetty/status/498685451352686592",,,,,,
"vinniejae16;2014-08-10 21:20;0;0;""Forgot to post this pic.twitter.com/PCKtiiIBTx"";Ballwin"," MO;;;""498685450987397121"";https://twitter.com/vinniejae16/status/498685450987397121",,,,,,,,
"D_Ivyy;2014-08-10 21:20;0;0;""@Briellaaaaa_ yea I have to go to rugby training camp."";Cahokia"," IL;@Briellaaaaa_;;""498685440686583808"";https://twitter.com/D_Ivyy/status/498685440686583808",,,,,,,,
"ThatsSoTaguchi;2014-08-10 21:20;0;0;""Race war?"";Twin Oaks"," MO;;;""498685415243513856"";https://twitter.com/ThatsSoTaguchi/status/498685415243513856",,,,,,,,
"_BALLARDD;2014-08-10 21:20;0;2;""""No Justice No peace"" yeah no fucking shit. Not when you're destroying and stealing from gas stations"," and tire stores. #MakesSense"";St Peters"," MO;;#MakesSense;""498685407949635585"";https://twitter.com/_BALLARDD/status/498685407949635585",,,,,,,
"_Danteee;2014-08-10 21:20;0;0;""IM SOOOO WEAK ERBODY JUST GOING ON HER"";Hazelwood"," MO;;;""498685401511370752"";https://twitter.com/_Danteee/status/498685401511370752",,,,,,,,
"Courtney_Tysdal;2014-08-10 21:20;0;1;""Pretty scary being married to a military police officer of the Missouri National Guard right about now.."";St Ann"," MO;;;""498685399015755777"";https://twitter.com/Courtney_Tysdal/status/498685399015755777",,,,,,,,
"MsShawnaCamila;2014-08-10 21:20;0;0;""@88Dezrules @LilRxck if they successful loot there omg"";St Louis"," MO;@88Dezrules @LilRxck;;""498685397250375682"";https://twitter.com/MsShawnaCamila/status/498685397250375682",,,,,,,,
"HEELNelsz;2014-08-10 21:20;1;1;""Nice explosion"";University City"," MO;;;""498685396755050498"";https://twitter.com/HEELNelsz/status/498685396755050498",,,,,,,,
"iSingTenor_;2014-08-10 21:20;1;0;""Yes...they have set the QuikTrip on fire. @this is going to far. http:// instagram.com/p/ri1ucWTdnl/"";Missouri"," USA;@this;;""498685392607281154"";https://twitter.com/iSingTenor_/status/498685392607281154",,,,,,,,
"SheTheItGirl;2014-08-10 21:20;0;0;""y'all is terrible"";St Louis"," MO;;;""498685385858228224"";https://twitter.com/SheTheItGirl/status/498685385858228224",,,,,,,,
"TickIe_Me_Elmo;2014-08-10 21:20;0;0;""This is insane "" @DLoesch : And now QuickTrip is on fire: http:// instagram.com/p/ri0ZLhTC9C/ #Ferguson #STL """";St Charles"," MO;@DLoesch;#Ferguson #STL;""498685371408846848"";https://twitter.com/TickIe_Me_Elmo/status/498685371408846848",,,,,,,,
"damondlockett;2014-08-10 21:20;0;0;""I can't speak on no city"," it's just what I see"";East St Louis"," IL;;;""498685351511068672"";https://twitter.com/damondlockett/status/498685351511068672",,,,,,,
